,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,113.08,356.6,60.7,717.0,0.84,1,AstroBit,20
1,115.12,573.9,60.7,717.0,0.9,1,AstroBit,20
2,116.63,668.7,60.6,720.0,0.48,1,AstroBit,20
3,118.65,644.5,60.7,698.0,0.26,1,AstroBit,20
4,119.31,657.9,60.9,719.0,0.63,1,AstroBit,20
5,121.12,694.2,60.7,727.0,0.31,1,AstroBit,20
6,122.81,947.9,60.2,701.0,0.56,1,AstroBit,20
7,123.14,1368.2,59.7,80.0,-0.49,1,AstroBit,20
8,125.39,1021.4,60.9,700.0,0.08,1,AstroBit,20
9,127.24,1083.7,60.5,699.0,-0.06,1,AstroBit,20
10,128.68,1079.6,60.7,720.0,0.2,1,AstroBit,20
11,130.9,949.7,60.3,712.0,-0.01,1,AstroBit,20
12,131.46,1026.7,60.1,709.0,0.07,1,AstroBit,20
13,133.05,521.3,60.0,736.0,-0.01,1,AstroBit,20
14,139.0,479.0,60.2,728.0,-0.47,1,AstroBit,20
15,140.64,300.4,60.6,735.0,-0.66,1,AstroBit,20
16,142.56,273.2,59.9,749.0,-0.95,1,AstroBit,20
17,143.09,255.6,59.9,758.0,-0.6,1,AstroBit,20
18,117.41,0.0,59.2,98.0,0.53,1,AstroBit,20
19,146.65,298.1,61.1,32.0,-1.14,1,AstroBit,20
20,148.57,298.8,60.1,38.0,-0.82,1,AstroBit,20
21,149.06,300.8,60.5,41.0,-1.17,1,AstroBit,20
22,165.01,148.7,59.9,19.0,-1.92,1,AstroBit,20
23,188.7,366.3,43.7,348.0,14.47,1,AstroBit,20
24,205.29,352.8,52.0,367.0,10.52,1,AstroBit,20
25,206.54,390.9,48.4,348.0,13.77,1,AstroBit,20
26,207.22,418.1,54.3,297.0,8.1,1,AstroBit,20
27,216.72,445.7,50.2,313.0,13.95,1,AstroBit,20
28,217.08,462.5,48.5,297.0,15.87,1,AstroBit,20
29,218.67,391.2,47.5,254.0,8.9,1,AstroBit,20
30,221.06,380.9,54.6,381.0,8.75,1,AstroBit,20
31,232.61,377.4,52.0,267.0,9.31,1,AstroBit,20
32,233.01,380.4,52.5,229.0,6.45,1,AstroBit,20
33,292.1,2806.7,50.1,-939.0,7.62,1,AstroBit,20
34,293.02,140.2,64.3,206.0,0.56,1,AstroBit,20
35,295.01,140.4,64.7,175.0,0.03,1,AstroBit,20
36,296.51,157.4,60.0,225.0,4.45,1,AstroBit,20
37,297.13,2806.7,49.4,-939.0,7.84,1,AstroBit,20
38,298.54,2806.7,49.5,-939.0,7.85,1,AstroBit,20
39,299.02,169.8,61.7,260.0,2.75,1,AstroBit,20
40,300.54,178.0,60.9,256.0,4.06,1,AstroBit,20
41,301.02,2806.7,49.0,-939.0,8.17,1,AstroBit,20
42,302.5,197.3,60.9,295.0,4.69,1,AstroBit,20
43,303.06,200.4,63.6,141.0,0.63,1,AstroBit,20
44,304.51,87.1,67.4,59.0,-3.14,1,AstroBit,20
45,305.06,61.3,64.8,133.0,-0.65,1,AstroBit,20
46,306.56,150.3,63.3,154.0,0.61,1,AstroBit,20
47,307.06,2806.7,49.4,-939.0,7.79,1,AstroBit,20
48,309.51,2806.7,49.4,-940.0,7.27,1,AstroBit,20
49,351.12,370.9,58.4,329.0,12.45,1,AstroBit,20
50,1313.82,0.0,98.1,195.0,-1.25,1,AstroBit,20
51,1352.52,573.3,53.2,938.0,16.46,1,AstroBit,20
52,1353.03,584.5,52.9,1059.0,16.74,1,AstroBit,20
53,1354.8,552.9,54.4,1004.0,15.58,1,AstroBit,20
54,1355.26,561.6,55.2,979.0,18.1,1,AstroBit,20
55,1356.74,529.9,54.8,1027.0,15.68,1,AstroBit,20
56,1357.22,509.3,54.9,1059.0,14.35,1,AstroBit,20
57,1358.65,548.6,58.3,938.0,10.08,1,AstroBit,20
58,1359.1,550.7,58.3,1025.0,11.57,1,AstroBit,20
59,1360.86,564.0,57.6,902.0,9.67,1,AstroBit,20
60,1361.05,590.3,55.5,904.0,12.93,1,AstroBit,20
61,1362.66,561.0,53.9,974.0,14.27,1,AstroBit,20
62,1363.29,1871.9,51.9,-1613.0,44.4,1,AstroBit,20
63,1363.77,2047.2,51.9,-1613.0,44.36,1,AstroBit,20
64,1365.24,2163.2,52.3,-1613.0,44.27,1,AstroBit,20
65,1366.68,2346.6,52.0,-1613.0,44.23,1,AstroBit,20
66,1367.09,305.1,67.6,344.0,26.6,1,AstroBit,20
67,1368.66,2665.1,51.9,-1613.0,43.96,1,AstroBit,20
68,1369.12,318.0,63.5,385.0,30.17,1,AstroBit,20
