,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,119.8,354.1,58.9,101.0,-54.32,1,Buzz Drilldrin,9
1,124.03,368.1,69.8,-14.0,-0.72,1,Buzz Drilldrin,9
2,129.05,1435.1,68.8,-15.0,-1.65,1,Buzz Drilldrin,9
3,130.61,885.7,69.0,-15.0,-2.25,1,Buzz Drilldrin,9
4,131.22,504.5,69.6,-18.0,-2.66,1,Buzz Drilldrin,9
5,132.66,887.6,69.6,-11.0,-1.85,1,Buzz Drilldrin,9
6,133.85,984.8,71.7,-14.0,-2.21,1,Buzz Drilldrin,9
7,135.08,140.7,68.2,-16.0,-1.54,1,Buzz Drilldrin,9
8,136.27,408.1,70.6,-21.0,-2.26,1,Buzz Drilldrin,9
9,137.15,526.8,69.0,-20.0,-2.05,1,Buzz Drilldrin,9
10,138.48,499.5,69.4,-19.0,-1.57,1,Buzz Drilldrin,9
11,141.16,0.0,73.4,-14.0,-3.77,1,Buzz Drilldrin,9
12,142.39,383.8,71.8,-22.0,-2.18,1,Buzz Drilldrin,9
13,143.37,489.4,70.2,-22.0,-3.35,1,Buzz Drilldrin,9
14,144.96,695.8,70.0,-24.0,-2.56,1,Buzz Drilldrin,9
15,146.11,693.5,68.0,-27.0,-2.2,1,Buzz Drilldrin,9
16,148.68,609.4,68.0,0.0,-1.66,1,Buzz Drilldrin,9
17,153.59,892.0,66.2,38.0,1.32,1,Buzz Drilldrin,9
18,155.31,877.3,61.6,196.0,4.1,1,Buzz Drilldrin,9
19,157.0,994.5,59.6,184.0,6.81,1,Buzz Drilldrin,9
20,159.64,811.4,66.5,53.0,-1.85,1,Buzz Drilldrin,9
21,162.69,925.0,64.1,197.0,4.88,1,Buzz Drilldrin,9
22,164.46,1039.2,65.7,210.0,4.52,1,Buzz Drilldrin,9
23,165.76,1039.2,63.4,234.0,2.28,1,Buzz Drilldrin,9
24,167.11,1096.4,64.9,89.0,-1.75,1,Buzz Drilldrin,9
25,168.52,1099.5,65.2,72.0,-2.15,1,Buzz Drilldrin,9
26,169.83,790.4,66.5,61.0,-2.38,1,Buzz Drilldrin,9
27,172.98,1032.9,68.3,36.0,-2.92,1,Buzz Drilldrin,9
28,174.28,1053.9,66.9,75.0,-2.03,1,Buzz Drilldrin,9
29,177.35,1043.4,67.2,46.0,-3.21,1,Buzz Drilldrin,9
30,178.66,1050.8,66.6,48.0,-3.41,1,Buzz Drilldrin,9
31,188.58,718.6,49.5,432.0,32.89,1,Buzz Drilldrin,9
32,189.02,159.4,61.2,95.0,3.55,1,Buzz Drilldrin,9
33,206.72,420.3,50.6,429.0,9.52,1,Buzz Drilldrin,9
34,210.08,476.9,56.9,487.0,10.29,1,Buzz Drilldrin,9
35,212.8,562.3,50.9,485.0,8.76,1,Buzz Drilldrin,9
36,213.33,435.9,56.2,391.0,11.82,1,Buzz Drilldrin,9
37,214.8,483.6,52.7,314.0,19.4,1,Buzz Drilldrin,9
38,216.4,262.4,74.7,224.0,15.57,1,Buzz Drilldrin,9
39,218.74,479.3,62.9,258.0,10.4,1,Buzz Drilldrin,9
40,219.24,548.6,64.9,266.0,12.9,1,Buzz Drilldrin,9
41,220.73,454.2,58.4,296.0,13.96,1,Buzz Drilldrin,9
42,222.88,597.3,56.7,222.0,15.81,1,Buzz Drilldrin,9
43,226.45,689.9,55.9,367.0,16.65,1,Buzz Drilldrin,9
44,232.48,1055.3,59.7,410.0,11.98,1,Buzz Drilldrin,9
45,236.74,618.2,58.1,382.0,15.58,1,Buzz Drilldrin,9
46,243.21,736.9,55.3,422.0,19.23,1,Buzz Drilldrin,9
47,251.1,746.6,56.3,398.0,15.68,1,Buzz Drilldrin,9
48,252.26,947.6,56.2,460.0,14.03,1,Buzz Drilldrin,9
49,257.79,571.7,56.9,414.0,21.1,1,Buzz Drilldrin,9
50,265.19,336.0,54.9,376.0,20.31,1,Buzz Drilldrin,9
51,266.46,614.2,56.8,370.0,12.38,1,Buzz Drilldrin,9
52,278.82,1379.2,54.8,597.0,22.08,1,Buzz Drilldrin,9
53,282.1,922.1,60.8,294.0,12.62,1,Buzz Drilldrin,9
54,283.01,366.3,62.1,261.0,6.67,1,Buzz Drilldrin,9
55,285.02,198.8,61.6,301.0,8.17,1,Buzz Drilldrin,9
56,285.67,369.1,56.8,362.0,11.59,1,Buzz Drilldrin,9
57,287.37,771.3,55.6,440.0,13.61,1,Buzz Drilldrin,9
58,294.66,682.1,50.8,520.0,15.95,1,Buzz Drilldrin,9
59,295.23,631.5,52.9,501.0,20.57,1,Buzz Drilldrin,9
60,299.2,612.8,57.9,391.0,16.38,1,Buzz Drilldrin,9
61,301.02,132.3,71.9,152.0,4.75,1,Buzz Drilldrin,9
62,302.67,189.7,64.8,390.0,12.5,1,Buzz Drilldrin,9
63,303.02,283.5,69.0,210.0,7.39,1,Buzz Drilldrin,9
64,307.31,384.8,66.6,246.0,16.29,1,Buzz Drilldrin,9
65,312.12,524.6,64.8,446.0,5.71,1,Buzz Drilldrin,9
66,313.89,912.6,60.2,471.0,17.39,1,Buzz Drilldrin,9
67,317.21,468.2,55.1,549.0,22.99,1,Buzz Drilldrin,9
68,318.5,482.6,55.6,516.0,21.9,1,Buzz Drilldrin,9
69,325.31,1488.1,62.7,482.0,15.69,1,Buzz Drilldrin,9
70,327.42,1907.6,61.7,563.0,17.44,1,Buzz Drilldrin,9
71,331.28,968.2,59.6,640.0,23.84,1,Buzz Drilldrin,9
72,333.52,1492.7,56.1,693.0,19.77,1,Buzz Drilldrin,9
73,348.48,757.5,57.8,556.0,22.75,1,Buzz Drilldrin,9
74,355.08,655.3,56.5,681.0,25.53,1,Buzz Drilldrin,9
75,362.43,628.7,55.6,686.0,16.77,1,Buzz Drilldrin,9
76,364.72,522.9,56.0,641.0,18.39,1,Buzz Drilldrin,9
77,366.03,751.0,57.8,612.0,22.86,1,Buzz Drilldrin,9
78,378.93,588.1,56.0,444.0,15.87,1,Buzz Drilldrin,9
79,379.61,516.2,56.6,660.0,20.24,1,Buzz Drilldrin,9
80,380.9,716.3,59.9,495.0,24.46,1,Buzz Drilldrin,9
81,395.36,416.1,63.2,415.0,21.93,1,Buzz Drilldrin,9
82,396.59,390.9,60.8,442.0,23.47,1,Buzz Drilldrin,9
83,397.42,490.9,60.4,433.0,23.71,1,Buzz Drilldrin,9
84,398.88,941.1,57.3,556.0,24.06,1,Buzz Drilldrin,9
85,401.86,863.3,58.7,537.0,26.3,1,Buzz Drilldrin,9
86,405.06,1172.1,57.8,563.0,27.09,1,Buzz Drilldrin,9
87,414.52,853.7,57.9,552.0,26.19,1,Buzz Drilldrin,9
88,418.66,1050.9,57.3,636.0,24.17,1,Buzz Drilldrin,9
89,419.61,1112.8,57.1,640.0,26.53,1,Buzz Drilldrin,9
90,422.84,826.9,55.6,690.0,27.7,1,Buzz Drilldrin,9
91,426.19,1784.0,63.0,611.0,21.6,1,Buzz Drilldrin,9
92,428.8,1056.9,53.6,623.0,25.76,1,Buzz Drilldrin,9
93,430.92,900.6,54.3,627.0,26.08,1,Buzz Drilldrin,9
94,439.87,1448.3,58.7,647.0,26.84,1,Buzz Drilldrin,9
95,441.22,1089.1,57.0,621.0,27.18,1,Buzz Drilldrin,9
96,447.99,1008.3,55.5,702.0,23.96,1,Buzz Drilldrin,9
97,452.28,806.6,59.2,651.0,36.55,1,Buzz Drilldrin,9
98,453.83,672.9,57.5,537.0,30.83,1,Buzz Drilldrin,9
99,456.53,765.5,59.3,572.0,28.72,1,Buzz Drilldrin,9
100,460.12,799.0,55.4,626.0,23.73,1,Buzz Drilldrin,9
101,463.37,730.7,55.5,714.0,22.99,1,Buzz Drilldrin,9
102,476.52,222.1,59.9,426.0,39.36,1,Buzz Drilldrin,9
103,481.2,206.7,50.5,369.0,16.65,1,Buzz Drilldrin,9
104,482.0,189.2,60.9,375.0,31.35,1,Buzz Drilldrin,9
105,482.93,266.2,57.4,288.0,29.97,1,Buzz Drilldrin,9
106,483.99,253.9,58.4,283.0,29.97,1,Buzz Drilldrin,9
107,486.25,333.6,58.8,412.0,34.32,1,Buzz Drilldrin,9
108,487.1,291.5,57.3,413.0,31.58,1,Buzz Drilldrin,9
109,488.61,214.5,58.6,323.0,29.02,1,Buzz Drilldrin,9
110,490.69,235.1,62.3,438.0,33.71,1,Buzz Drilldrin,9
111,494.6,170.6,61.3,353.0,30.16,1,Buzz Drilldrin,9
112,496.58,182.6,58.3,303.0,36.92,1,Buzz Drilldrin,9
113,501.11,515.1,59.4,557.0,32.55,1,Buzz Drilldrin,9
114,506.52,531.3,59.1,610.0,38.35,1,Buzz Drilldrin,9
115,507.19,531.8,57.0,621.0,40.41,1,Buzz Drilldrin,9
116,511.21,525.5,57.2,652.0,33.77,1,Buzz Drilldrin,9
117,512.51,566.6,78.9,678.0,40.23,1,Buzz Drilldrin,9
118,513.0,743.3,86.2,213.0,29.06,1,Buzz Drilldrin,9
119,514.74,815.4,86.2,213.0,7.7,1,Buzz Drilldrin,9
120,515.02,772.7,83.0,138.0,8.96,1,Buzz Drilldrin,9
121,516.52,812.4,79.6,37.0,7.64,1,Buzz Drilldrin,9
122,518.06,712.0,83.5,-23.0,7.46,1,Buzz Drilldrin,9
123,518.84,942.0,83.5,68.0,5.2,1,Buzz Drilldrin,9
124,519.72,792.4,81.7,39.0,6.27,1,Buzz Drilldrin,9
125,521.42,1508.4,68.4,212.0,11.75,1,Buzz Drilldrin,9
126,522.71,862.1,68.3,303.0,23.39,1,Buzz Drilldrin,9
127,523.21,1363.3,68.3,350.0,23.7,1,Buzz Drilldrin,9
128,524.24,1423.0,59.3,491.0,29.21,1,Buzz Drilldrin,9
129,532.77,199.0,55.5,371.0,30.43,1,Buzz Drilldrin,9
130,533.02,194.5,55.4,382.0,29.69,1,Buzz Drilldrin,9
131,536.59,269.8,59.3,477.0,27.08,1,Buzz Drilldrin,9
132,540.04,319.5,59.1,541.0,27.02,1,Buzz Drilldrin,9
133,541.09,515.1,56.4,606.0,28.21,1,Buzz Drilldrin,9
134,543.09,462.2,56.0,611.0,29.61,1,Buzz Drilldrin,9
135,555.17,501.8,55.5,585.0,29.11,1,Buzz Drilldrin,9
136,557.04,533.5,55.1,567.0,29.01,1,Buzz Drilldrin,9
137,560.7,469.5,53.3,517.0,30.39,1,Buzz Drilldrin,9
138,562.6,512.1,55.8,387.0,27.57,1,Buzz Drilldrin,9
139,563.09,513.5,56.8,597.0,28.26,1,Buzz Drilldrin,9
140,565.16,459.9,56.6,573.0,28.29,1,Buzz Drilldrin,9
141,568.6,351.1,75.7,333.0,24.31,1,Buzz Drilldrin,9
142,570.64,329.3,66.4,428.0,32.68,1,Buzz Drilldrin,9
143,571.2,277.6,64.4,337.0,32.01,1,Buzz Drilldrin,9
144,572.54,200.8,64.2,367.0,30.08,1,Buzz Drilldrin,9
146,574.57,214.3,66.3,361.0,29.71,1,Buzz Drilldrin,9
147,575.06,216.3,65.4,314.0,30.55,1,Buzz Drilldrin,9
148,576.57,194.1,66.1,333.0,28.9,1,Buzz Drilldrin,9
149,577.02,242.5,72.8,416.0,33.47,1,Buzz Drilldrin,9
150,578.54,203.8,61.0,376.0,29.25,1,Buzz Drilldrin,9
151,579.0,203.8,66.6,369.0,30.61,1,Buzz Drilldrin,9
152,580.52,329.7,64.7,379.0,28.92,1,Buzz Drilldrin,9
153,584.5,243.8,68.6,410.0,28.37,1,Buzz Drilldrin,9
154,585.09,249.3,64.5,416.0,29.05,1,Buzz Drilldrin,9
155,586.59,298.7,67.1,385.0,32.52,1,Buzz Drilldrin,9
156,587.03,282.6,61.0,420.0,30.62,1,Buzz Drilldrin,9
157,588.57,223.3,62.4,379.0,30.46,1,Buzz Drilldrin,9
158,590.61,203.0,65.6,377.0,30.2,1,Buzz Drilldrin,9
159,591.13,198.9,64.5,404.0,30.53,1,Buzz Drilldrin,9
160,592.25,188.4,62.6,374.0,30.11,1,Buzz Drilldrin,9
161,598.54,210.9,65.3,393.0,30.37,1,Buzz Drilldrin,9
162,599.07,208.6,61.7,416.0,31.01,1,Buzz Drilldrin,9
163,600.54,214.2,61.6,384.0,29.53,1,Buzz Drilldrin,9
164,601.08,209.7,62.3,388.0,29.91,1,Buzz Drilldrin,9
165,602.54,206.4,62.7,465.0,30.11,1,Buzz Drilldrin,9
166,603.07,202.6,63.6,488.0,29.9,1,Buzz Drilldrin,9
167,604.59,215.5,63.9,409.0,29.93,1,Buzz Drilldrin,9
168,605.07,209.7,60.6,470.0,30.49,1,Buzz Drilldrin,9
169,606.6,305.9,63.4,517.0,28.84,1,Buzz Drilldrin,9
170,607.02,354.2,62.0,463.0,29.18,1,Buzz Drilldrin,9
171,608.64,475.5,62.0,628.0,29.6,1,Buzz Drilldrin,9
172,609.05,441.6,65.5,522.0,26.58,1,Buzz Drilldrin,9
173,610.65,371.2,73.8,499.0,27.04,1,Buzz Drilldrin,9
174,611.21,435.7,62.7,564.0,29.98,1,Buzz Drilldrin,9
175,612.61,462.9,63.6,608.0,30.1,1,Buzz Drilldrin,9
176,614.11,518.8,65.3,678.0,29.76,1,Buzz Drilldrin,9
177,615.2,478.3,63.9,616.0,30.27,1,Buzz Drilldrin,9
178,616.7,507.8,60.9,659.0,31.07,1,Buzz Drilldrin,9
179,617.3,484.2,62.8,715.0,30.04,1,Buzz Drilldrin,9
180,618.81,454.8,60.7,623.0,28.07,1,Buzz Drilldrin,9
181,619.04,504.2,63.5,557.0,30.55,1,Buzz Drilldrin,9
182,620.57,453.5,63.4,647.0,29.49,1,Buzz Drilldrin,9
183,622.94,497.5,60.4,634.0,30.03,1,Buzz Drilldrin,9
184,623.15,478.1,59.9,628.0,29.73,1,Buzz Drilldrin,9
185,624.68,518.0,62.0,647.0,29.94,1,Buzz Drilldrin,9
186,625.12,528.3,62.3,623.0,29.36,1,Buzz Drilldrin,9
187,631.0,535.6,64.7,638.0,28.52,1,Buzz Drilldrin,9
188,633.18,468.1,66.7,652.0,23.97,1,Buzz Drilldrin,9
189,634.57,447.1,63.8,616.0,28.54,1,Buzz Drilldrin,9
190,636.73,1076.9,89.2,373.0,5.67,1,Buzz Drilldrin,9
191,638.27,1464.8,85.5,397.0,5.3,1,Buzz Drilldrin,9
192,640.33,1414.4,84.3,291.0,6.04,1,Buzz Drilldrin,9
193,642.98,1381.2,82.0,382.0,7.99,1,Buzz Drilldrin,9
194,644.69,1178.7,73.5,349.0,29.62,1,Buzz Drilldrin,9
195,646.69,684.9,75.8,571.0,28.75,1,Buzz Drilldrin,9
196,647.36,541.6,63.7,706.0,26.47,1,Buzz Drilldrin,9
197,648.79,427.8,63.3,599.0,25.19,1,Buzz Drilldrin,9
198,649.35,422.5,61.7,666.0,26.92,1,Buzz Drilldrin,9
199,649.89,404.8,63.9,627.0,24.34,1,Buzz Drilldrin,9
200,651.02,459.7,64.0,627.0,24.5,1,Buzz Drilldrin,9
201,652.17,499.8,76.6,516.0,13.67,1,Buzz Drilldrin,9
202,653.08,548.0,70.4,632.0,17.81,1,Buzz Drilldrin,9
203,654.31,1049.3,75.7,610.0,17.77,1,Buzz Drilldrin,9
204,662.01,338.8,80.3,375.0,24.0,1,Buzz Drilldrin,9
205,663.06,361.4,82.1,482.0,19.06,1,Buzz Drilldrin,9
206,664.52,375.7,78.6,399.0,25.36,1,Buzz Drilldrin,9
207,665.02,375.0,79.1,428.0,21.31,1,Buzz Drilldrin,9
