,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,199.18,6.59,59.78,167.83,6.42,1,Buzz Drilldrin,8
1,201.11,75.94,60.31,170.36,8.04,1,Buzz Drilldrin,8
2,202.54,302.5,58.2,196.9,9.67,1,Buzz Drilldrin,8
3,196.11,11.88,43.27,-365.55,21.38,1,Buzz Drilldrin,8
4,275.77,27.86,76.55,15.86,-0.78,1,Buzz Drilldrin,8
5,277.08,164.39,77.18,60.98,-1.22,1,Buzz Drilldrin,8
6,278.54,252.86,77.41,14.45,-1.62,1,Buzz Drilldrin,8
7,279.04,189.45,77.22,17.86,-1.66,1,Buzz Drilldrin,8
8,280.53,317.58,76.59,10.95,0.88,1,Buzz Drilldrin,8
9,281.02,315.8,63.33,243.18,16.84,1,Buzz Drilldrin,8
10,282.53,275.23,58.23,260.41,19.93,1,Buzz Drilldrin,8
11,283.01,279.47,54.96,260.66,23.53,1,Buzz Drilldrin,8
12,287.04,207.68,56.06,346.18,20.35,1,Buzz Drilldrin,8
13,288.72,155.34,55.98,292.33,20.12,1,Buzz Drilldrin,8
14,296.54,82.97,72.11,226.51,4.44,1,Buzz Drilldrin,8
15,299.2,238.84,57.17,305.1,16.84,1,Buzz Drilldrin,8
16,293.54,49.07,42.29,-391.5,32.06,1,Buzz Drilldrin,8
17,364.09,62.71,82.96,97.34,-0.8,1,Buzz Drilldrin,8
18,364.86,188.87,84.81,101.26,-0.57,1,Buzz Drilldrin,8
19,366.06,431.08,82.71,67.91,-0.98,1,Buzz Drilldrin,8
20,366.82,489.27,82.39,36.55,-0.72,1,Buzz Drilldrin,8
21,368.58,184.18,61.48,307.45,19.22,1,Buzz Drilldrin,8
22,369.14,249.66,57.66,334.24,24.02,1,Buzz Drilldrin,8
23,370.55,246.04,51.31,454.73,27.25,1,Buzz Drilldrin,8
24,371.05,156.45,56.41,433.04,23.84,1,Buzz Drilldrin,8
25,372.68,210.9,59.14,405.04,21.76,1,Buzz Drilldrin,8
26,373.22,288.45,58.01,357.13,21.68,1,Buzz Drilldrin,8
27,374.51,392.64,57.11,338.4,25.67,1,Buzz Drilldrin,8
28,375.11,393.35,55.57,409.01,23.64,1,Buzz Drilldrin,8
29,376.68,394.19,51.7,388.29,26.97,1,Buzz Drilldrin,8
30,377.06,357.26,53.51,433.41,27.6,1,Buzz Drilldrin,8
31,378.18,269.79,62.26,405.82,19.98,1,Buzz Drilldrin,8
32,378.81,308.89,72.74,293.38,12.01,1,Buzz Drilldrin,8
33,380.57,185.81,58.63,374.06,24.86,1,Buzz Drilldrin,8
34,381.17,245.27,59.3,437.2,20.85,1,Buzz Drilldrin,8
35,389.14,102.8,58.18,453.69,19.63,1,Buzz Drilldrin,8
36,390.73,311.56,57.31,424.95,20.93,1,Buzz Drilldrin,8
37,391.05,350.93,60.99,393.17,22.32,1,Buzz Drilldrin,8
38,392.73,394.55,54.72,507.03,23.86,1,Buzz Drilldrin,8
39,394.52,297.54,62.89,467.29,15.7,1,Buzz Drilldrin,8
40,396.56,403.65,61.76,358.34,16.21,1,Buzz Drilldrin,8
41,398.12,400.71,60.3,364.84,18.53,1,Buzz Drilldrin,8
42,398.8,398.75,54.88,358.22,20.76,1,Buzz Drilldrin,8
43,399.81,412.69,58.53,372.85,21.75,1,Buzz Drilldrin,8
44,400.86,439.1,56.83,377.81,20.95,1,Buzz Drilldrin,8
45,402.25,450.96,55.23,390.62,24.27,1,Buzz Drilldrin,8
46,403.01,452.34,66.87,308.71,7.98,1,Buzz Drilldrin,8
47,404.42,414.97,56.98,451.67,21.11,1,Buzz Drilldrin,8
48,406.21,347.94,53.9,416.0,23.31,1,Buzz Drilldrin,8
49,408.31,379.9,60.03,409.39,16.92,1,Buzz Drilldrin,8
50,409.07,364.04,56.42,468.13,21.6,1,Buzz Drilldrin,8
51,410.59,196.68,60.45,423.05,21.38,1,Buzz Drilldrin,8
52,413.14,39.97,59.06,427.43,20.32,1,Buzz Drilldrin,8
53,414.27,199.32,59.99,455.72,21.11,1,Buzz Drilldrin,8
54,415.23,398.11,51.63,517.24,28.26,1,Buzz Drilldrin,8
55,419.13,107.93,71.01,551.1,8.13,1,Buzz Drilldrin,8
56,420.54,188.72,70.93,257.03,4.78,1,Buzz Drilldrin,8
57,421.04,200.32,70.63,221.29,7.38,1,Buzz Drilldrin,8
58,422.62,202.4,70.74,240.34,6.5,1,Buzz Drilldrin,8
59,423.04,200.63,72.45,285.65,4.0,1,Buzz Drilldrin,8
60,424.61,200.57,71.39,313.19,5.38,1,Buzz Drilldrin,8
61,425.12,201.45,68.66,239.93,7.13,1,Buzz Drilldrin,8
62,426.53,224.24,67.82,335.51,15.89,1,Buzz Drilldrin,8
63,428.73,325.55,61.71,398.34,26.7,1,Buzz Drilldrin,8
64,429.11,361.69,66.05,345.6,22.48,1,Buzz Drilldrin,8
65,432.53,452.52,63.91,539.88,30.85,1,Buzz Drilldrin,8
66,434.71,257.99,54.9,586.96,29.11,1,Buzz Drilldrin,8
67,435.06,273.68,54.58,567.48,30.48,1,Buzz Drilldrin,8
68,436.52,260.07,62.98,353.24,26.49,1,Buzz Drilldrin,8
69,437.02,291.52,58.42,394.18,28.77,1,Buzz Drilldrin,8
70,438.52,461.58,68.93,250.94,16.5,1,Buzz Drilldrin,8
71,440.6,518.42,59.2,472.21,26.81,1,Buzz Drilldrin,8
72,441.03,532.85,63.42,442.97,27.05,1,Buzz Drilldrin,8
73,442.65,544.05,56.48,452.64,29.55,1,Buzz Drilldrin,8
74,443.14,548.79,62.63,437.3,25.74,1,Buzz Drilldrin,8
75,444.04,516.14,57.08,457.48,33.43,1,Buzz Drilldrin,8
76,445.09,421.2,61.46,499.76,26.11,1,Buzz Drilldrin,8
77,446.75,379.38,57.92,354.18,28.98,1,Buzz Drilldrin,8
78,448.01,351.2,60.93,375.49,28.43,1,Buzz Drilldrin,8
79,448.93,445.24,62.36,424.39,24.03,1,Buzz Drilldrin,8
80,450.54,417.51,61.68,499.84,24.52,1,Buzz Drilldrin,8
81,452.4,434.0,55.85,404.57,29.14,1,Buzz Drilldrin,8
82,454.47,491.73,59.45,488.12,30.79,1,Buzz Drilldrin,8
83,455.04,506.4,62.06,490.38,26.27,1,Buzz Drilldrin,8
84,455.93,540.94,63.77,423.04,22.61,1,Buzz Drilldrin,8
85,456.88,560.53,65.14,373.13,19.33,1,Buzz Drilldrin,8
86,458.73,573.02,61.41,295.98,20.41,1,Buzz Drilldrin,8
87,459.18,576.17,64.09,450.68,22.89,1,Buzz Drilldrin,8
88,460.5,579.19,59.7,396.12,22.88,1,Buzz Drilldrin,8
89,462.6,573.72,64.84,446.66,22.18,1,Buzz Drilldrin,8
90,463.14,573.76,65.29,370.44,20.18,1,Buzz Drilldrin,8
91,464.53,570.41,62.49,387.35,23.49,1,Buzz Drilldrin,8
92,466.35,575.84,63.84,455.36,20.96,1,Buzz Drilldrin,8
93,467.15,581.42,67.18,323.97,17.95,1,Buzz Drilldrin,8
94,468.61,588.3,55.58,536.0,30.3,1,Buzz Drilldrin,8
95,470.25,572.05,59.25,529.42,28.83,1,Buzz Drilldrin,8
96,471.03,558.07,49.45,451.87,31.89,1,Buzz Drilldrin,8
97,472.39,494.26,58.58,392.03,24.46,1,Buzz Drilldrin,8
98,474.49,484.5,59.51,515.51,25.17,1,Buzz Drilldrin,8
99,475.09,522.66,60.73,515.72,25.47,1,Buzz Drilldrin,8
100,476.43,580.39,66.49,438.23,19.33,1,Buzz Drilldrin,8
101,478.1,416.28,55.73,509.82,28.11,1,Buzz Drilldrin,8
102,478.78,325.37,55.41,516.64,28.04,1,Buzz Drilldrin,8
103,484.32,499.24,59.25,455.0,26.19,1,Buzz Drilldrin,8
104,485.22,561.65,62.32,407.99,20.35,1,Buzz Drilldrin,8
105,486.51,577.41,57.2,505.95,24.05,1,Buzz Drilldrin,8
106,488.3,586.73,59.04,449.37,24.62,1,Buzz Drilldrin,8
107,490.61,594.9,62.67,422.03,22.83,1,Buzz Drilldrin,8
108,491.09,595.0,56.24,436.17,25.64,1,Buzz Drilldrin,8
109,492.29,589.29,57.86,509.49,28.25,1,Buzz Drilldrin,8
110,494.37,310.75,62.49,371.99,18.01,1,Buzz Drilldrin,8
111,495.22,333.99,62.01,379.2,20.66,1,Buzz Drilldrin,8
112,496.23,462.95,56.2,564.78,28.52,1,Buzz Drilldrin,8
113,499.18,519.85,57.31,636.57,29.05,1,Buzz Drilldrin,8
114,500.28,41.81,87.67,228.56,-1.79,1,Buzz Drilldrin,8
115,501.17,162.49,73.36,617.53,15.9,1,Buzz Drilldrin,8
116,502.42,336.76,57.46,651.27,34.11,1,Buzz Drilldrin,8
117,505.15,340.41,65.24,681.84,28.08,1,Buzz Drilldrin,8
118,506.56,391.37,71.87,536.94,22.18,1,Buzz Drilldrin,8
119,508.04,450.7,71.14,603.83,19.43,1,Buzz Drilldrin,8
120,508.8,463.67,65.71,611.56,23.66,1,Buzz Drilldrin,8
121,509.63,481.44,60.8,584.03,30.56,1,Buzz Drilldrin,8
122,510.75,489.68,61.92,618.25,28.8,1,Buzz Drilldrin,8
123,512.24,500.69,70.64,542.45,20.24,1,Buzz Drilldrin,8
124,512.76,504.95,65.66,469.11,20.61,1,Buzz Drilldrin,8
125,514.04,517.17,63.12,661.06,27.82,1,Buzz Drilldrin,8
126,514.8,525.75,64.09,549.33,23.62,1,Buzz Drilldrin,8
127,516.55,546.66,71.09,552.57,18.83,1,Buzz Drilldrin,8
128,518.23,551.36,63.37,525.34,20.38,1,Buzz Drilldrin,8
129,518.79,560.86,64.89,639.17,25.47,1,Buzz Drilldrin,8
130,520.53,586.45,69.09,772.33,23.17,1,Buzz Drilldrin,8
131,522.32,582.28,57.48,631.79,33.16,1,Buzz Drilldrin,8
132,523.15,574.38,65.02,531.31,25.7,1,Buzz Drilldrin,8
133,524.61,591.67,62.47,557.88,26.54,1,Buzz Drilldrin,8
134,525.07,598.75,60.13,568.15,27.23,1,Buzz Drilldrin,8
135,526.57,620.47,59.19,719.86,32.84,1,Buzz Drilldrin,8
136,527.02,619.36,57.77,721.85,30.6,1,Buzz Drilldrin,8
137,527.94,610.7,57.84,703.28,30.49,1,Buzz Drilldrin,8
138,528.84,610.44,58.98,636.01,29.44,1,Buzz Drilldrin,8
139,530.59,615.38,68.24,555.58,24.19,1,Buzz Drilldrin,8
140,531.12,620.08,60.95,628.53,24.66,1,Buzz Drilldrin,8
141,532.56,623.91,68.81,532.69,17.93,1,Buzz Drilldrin,8
142,533.03,622.78,59.31,534.99,25.71,1,Buzz Drilldrin,8
143,534.01,624.22,53.66,595.01,31.86,1,Buzz Drilldrin,8
144,534.85,622.13,58.85,698.61,19.95,1,Buzz Drilldrin,8
145,536.72,618.18,61.03,622.39,32.43,1,Buzz Drilldrin,8
146,538.09,606.04,56.64,557.68,25.36,1,Buzz Drilldrin,8
