,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,730.65,944.4,104.0,46.0,1.57,1,Apollo,3
1,731.09,341.3,89.1,356.0,15.78,1,Apollo,3
2,732.72,515.5,66.6,741.0,36.31,1,Apollo,3
3,733.13,479.6,60.0,873.0,36.18,1,Apollo,3
4,734.1,409.4,55.8,780.0,52.58,1,Apollo,3
5,736.58,420.8,59.4,927.0,40.55,1,Apollo,3
6,737.57,397.8,60.1,822.0,41.42,1,Apollo,3
7,739.06,276.8,61.2,722.0,42.17,1,Apollo,3
8,740.68,449.8,66.0,815.0,42.79,1,Apollo,3
9,743.39,411.9,67.8,901.0,43.22,1,Apollo,3
10,744.54,485.0,66.6,892.0,30.29,1,Apollo,3
11,746.25,424.8,58.0,799.0,50.18,1,Apollo,3
12,748.55,465.1,73.5,896.0,33.87,1,Apollo,3
13,749.14,529.9,51.9,808.0,45.83,1,Apollo,3
14,749.68,559.4,53.4,771.0,34.0,1,Apollo,3
15,752.51,437.9,56.4,866.0,38.43,1,Apollo,3
16,753.18,464.3,55.9,923.0,50.13,1,Apollo,3
17,754.18,479.1,64.8,798.0,33.57,1,Apollo,3
18,756.72,449.6,64.3,796.0,30.13,1,Apollo,3
19,757.07,433.8,67.0,953.0,42.71,1,Apollo,3
20,758.51,505.0,56.6,812.0,47.58,1,Apollo,3
21,762.6,491.3,47.6,861.0,49.83,1,Apollo,3
22,763.12,398.7,60.1,812.0,37.19,1,Apollo,3
23,764.61,372.9,58.8,913.0,46.98,1,Apollo,3
24,767.02,406.8,56.7,906.0,40.08,1,Apollo,3
25,771.19,469.0,65.5,926.0,44.94,1,Apollo,3
26,772.58,401.8,56.2,951.0,45.38,1,Apollo,3
27,773.12,440.4,55.2,804.0,55.13,1,Apollo,3
28,776.66,430.2,55.0,910.0,42.11,1,Apollo,3
29,779.1,338.7,59.0,866.0,37.58,1,Apollo,3
30,780.1,475.6,55.6,906.0,44.39,1,Apollo,3
31,783.22,552.1,47.8,941.0,49.78,1,Apollo,3
32,784.34,506.1,55.7,890.0,51.24,1,Apollo,3
33,786.56,578.4,56.1,814.0,47.83,1,Apollo,3
34,787.06,628.1,53.0,920.0,46.99,1,Apollo,3
35,792.68,608.4,56.2,863.0,41.82,1,Apollo,3
36,799.22,582.8,65.8,953.0,35.01,1,Apollo,3
37,800.59,601.4,52.5,914.0,48.78,1,Apollo,3
38,804.18,508.4,70.9,916.0,50.38,1,Apollo,3
39,805.03,586.4,58.5,860.0,44.14,1,Apollo,3
40,806.55,592.0,55.6,904.0,44.72,1,Apollo,3
41,807.05,541.1,49.4,873.0,49.98,1,Apollo,3
42,810.03,619.3,49.5,955.0,46.76,1,Apollo,3
43,812.3,650.2,62.6,819.0,42.47,1,Apollo,3
44,814.5,682.5,61.5,688.0,34.96,1,Apollo,3
45,815.44,686.5,56.6,735.0,36.98,1,Apollo,3
46,816.76,643.9,60.4,595.0,35.2,1,Apollo,3
47,818.98,683.3,61.3,725.0,31.13,1,Apollo,3
48,822.65,77.4,61.5,414.0,12.56,1,Apollo,3
49,824.01,344.0,84.1,310.0,11.94,1,Apollo,3
50,828.1,468.3,88.8,165.0,8.95,1,Apollo,3
51,829.04,312.1,82.4,549.0,19.94,1,Apollo,3
52,830.73,629.3,63.6,836.0,43.84,1,Apollo,3
53,831.84,507.7,66.1,720.0,35.27,1,Apollo,3
54,833.65,572.2,68.1,918.0,46.91,1,Apollo,3
55,835.02,603.1,63.5,811.0,47.98,1,Apollo,3
56,836.56,577.5,69.8,808.0,33.08,1,Apollo,3
57,838.96,474.3,70.5,893.0,49.16,1,Apollo,3
58,839.2,548.3,55.7,769.0,48.73,1,Apollo,3
59,840.63,620.1,59.0,898.0,48.57,1,Apollo,3
60,841.12,656.4,60.9,846.0,45.24,1,Apollo,3
61,842.53,620.8,63.9,743.0,45.06,1,Apollo,3
62,843.38,618.7,57.9,721.0,48.81,1,Apollo,3
63,844.57,572.6,75.1,908.0,57.25,1,Apollo,3
64,846.53,504.8,66.0,831.0,46.59,1,Apollo,3
65,847.03,545.9,61.4,782.0,47.36,1,Apollo,3
66,848.0,515.1,51.9,860.0,47.74,1,Apollo,3
67,848.75,584.3,64.6,880.0,45.45,1,Apollo,3
68,850.27,658.3,59.6,793.0,45.28,1,Apollo,3
69,851.19,808.9,59.0,845.0,45.06,1,Apollo,3
70,852.62,780.8,60.2,746.0,46.17,1,Apollo,3
71,854.52,613.3,68.4,792.0,40.9,1,Apollo,3
72,855.03,564.3,57.2,863.0,49.64,1,Apollo,3
73,856.51,638.5,58.6,806.0,51.64,1,Apollo,3
74,857.03,614.6,60.3,859.0,44.14,1,Apollo,3
75,858.59,642.9,58.0,967.0,50.67,1,Apollo,3
76,859.18,640.2,58.7,876.0,52.62,1,Apollo,3
77,859.8,646.1,55.3,799.0,48.15,1,Apollo,3
78,861.03,661.4,58.5,775.0,51.36,1,Apollo,3
79,862.58,576.6,55.3,935.0,53.41,1,Apollo,3
80,863.72,631.4,62.1,841.0,42.0,1,Apollo,3
81,864.82,555.5,56.0,834.0,36.67,1,Apollo,3
82,866.73,626.7,58.9,881.0,48.61,1,Apollo,3
83,868.78,704.7,60.0,847.0,45.97,1,Apollo,3
84,870.23,633.2,54.9,962.0,48.96,1,Apollo,3
85,872.98,593.4,53.2,943.0,47.32,1,Apollo,3
86,875.04,524.2,75.6,680.0,34.97,1,Apollo,3
87,876.24,669.4,51.9,897.0,51.37,1,Apollo,3
88,878.69,573.1,56.9,920.0,42.81,1,Apollo,3
89,880.58,590.8,54.5,948.0,50.8,1,Apollo,3
90,881.1,598.7,53.4,973.0,49.5,1,Apollo,3
91,883.2,577.4,55.4,999.0,48.79,1,Apollo,3
92,884.57,667.6,56.9,903.0,46.67,1,Apollo,3
93,886.17,562.5,61.6,769.0,42.98,1,Apollo,3
94,889.04,663.5,54.6,945.0,50.01,1,Apollo,3
95,890.97,457.1,74.1,588.0,21.7,1,Apollo,3
96,894.59,588.9,56.7,860.0,49.85,1,Apollo,3
97,896.53,674.5,52.9,964.0,46.67,1,Apollo,3
98,904.55,685.0,56.7,886.0,47.7,1,Apollo,3
99,906.27,602.8,62.0,932.0,48.29,1,Apollo,3
100,907.37,698.4,51.8,845.0,49.16,1,Apollo,3
101,908.14,545.9,60.9,1009.0,47.65,1,Apollo,3
102,908.8,636.9,51.4,907.0,48.54,1,Apollo,3
103,920.23,1022.9,44.5,885.0,59.46,1,Apollo,3
104,922.4,649.9,106.2,66.0,-1.09,1,Apollo,3
105,924.63,477.8,82.3,544.0,22.34,1,Apollo,3
106,926.99,642.1,76.3,575.0,29.19,1,Apollo,3
107,928.6,660.2,78.3,606.0,31.88,1,Apollo,3
108,929.17,589.9,77.0,541.0,29.56,1,Apollo,3
109,930.24,571.2,72.0,667.0,33.97,1,Apollo,3
110,930.75,715.2,74.5,713.0,32.26,1,Apollo,3
111,932.93,592.8,63.0,850.0,45.13,1,Apollo,3
112,933.19,554.2,63.3,791.0,41.95,1,Apollo,3
113,933.71,641.9,60.6,801.0,44.25,1,Apollo,3
114,935.05,577.7,61.1,770.0,43.89,1,Apollo,3
115,936.66,584.3,62.2,786.0,42.75,1,Apollo,3
116,937.19,559.9,65.8,679.0,40.76,1,Apollo,3
117,938.23,707.8,61.8,727.0,43.34,1,Apollo,3
118,938.76,564.5,60.2,797.0,43.34,1,Apollo,3
119,940.09,646.2,60.2,821.0,44.01,1,Apollo,3
120,941.21,596.4,61.9,744.0,46.21,1,Apollo,3
121,942.53,576.8,57.0,846.0,46.55,1,Apollo,3
122,943.34,582.4,56.3,902.0,47.97,1,Apollo,3
123,944.64,549.6,58.0,883.0,45.0,1,Apollo,3
124,945.18,657.7,63.4,913.0,43.57,1,Apollo,3
125,946.75,575.7,76.2,638.0,27.25,1,Apollo,3
126,947.01,627.6,72.6,633.0,31.31,1,Apollo,3
