,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,216.63,220.3,84.5,145.0,10.2,1,Buzz Drilldrin,16
1,217.03,211.3,81.9,150.0,9.9,1,Buzz Drilldrin,16
2,219.16,277.2,79.1,283.0,12.9,1,Buzz Drilldrin,16
3,220.56,292.7,79.4,330.0,12.9,1,Buzz Drilldrin,16
4,221.0,299.4,81.7,378.0,10.6,1,Buzz Drilldrin,16
5,222.55,321.6,78.5,224.0,13.4,1,Buzz Drilldrin,16
6,223.22,329.0,77.7,265.0,9.8,1,Buzz Drilldrin,16
7,224.54,339.8,79.9,322.0,12.5,1,Buzz Drilldrin,16
8,225.09,343.6,67.4,20.0,24.4,1,Buzz Drilldrin,16
9,226.52,298.0,72.4,539.0,19.4,1,Buzz Drilldrin,16
10,227.03,297.8,71.7,526.0,20.2,1,Buzz Drilldrin,16
11,228.76,371.7,69.4,491.0,22.8,1,Buzz Drilldrin,16
12,229.2,368.4,70.4,495.0,21.5,1,Buzz Drilldrin,16
13,230.52,317.0,64.4,465.0,27.4,1,Buzz Drilldrin,16
14,231.06,264.0,78.2,280.0,13.6,1,Buzz Drilldrin,16
15,232.52,316.4,64.6,628.0,27.2,1,Buzz Drilldrin,16
16,233.08,325.2,65.7,498.0,23.8,1,Buzz Drilldrin,16
17,234.5,411.3,71.9,450.0,21.1,1,Buzz Drilldrin,16
18,235.08,410.2,74.1,493.0,18.1,1,Buzz Drilldrin,16
19,236.54,429.9,69.5,480.0,20.0,1,Buzz Drilldrin,16
20,237.04,433.2,68.3,558.0,23.8,1,Buzz Drilldrin,16
21,238.55,443.0,65.6,560.0,26.2,1,Buzz Drilldrin,16
22,239.06,446.2,66.9,528.0,24.9,1,Buzz Drilldrin,16
23,240.67,387.9,75.0,328.0,16.8,1,Buzz Drilldrin,16
24,241.12,380.3,71.5,454.0,20.4,1,Buzz Drilldrin,16
25,242.78,385.8,60.9,798.0,30.8,1,Buzz Drilldrin,16
26,243.26,383.8,71.0,385.0,21.3,1,Buzz Drilldrin,16
27,244.51,454.9,70.8,560.0,23.1,1,Buzz Drilldrin,16
28,245.05,462.9,60.2,931.0,31.5,1,Buzz Drilldrin,16
29,246.51,378.6,66.0,570.0,25.8,1,Buzz Drilldrin,16
30,247.01,376.6,66.9,602.0,24.9,1,Buzz Drilldrin,16
31,248.57,362.0,70.8,449.0,20.9,1,Buzz Drilldrin,16
32,249.01,374.5,76.7,639.0,13.1,1,Buzz Drilldrin,16
33,251.06,268.7,77.2,244.0,14.6,1,Buzz Drilldrin,16
34,252.53,293.7,61.0,481.0,30.5,1,Buzz Drilldrin,16
35,253.0,297.6,67.6,580.0,24.7,1,Buzz Drilldrin,16
36,254.53,344.2,75.4,439.0,15.6,1,Buzz Drilldrin,16
37,255.01,337.5,68.2,433.0,23.6,1,Buzz Drilldrin,16
38,256.57,327.9,61.2,484.0,29.8,1,Buzz Drilldrin,16
39,257.05,340.3,59.6,514.0,32.0,1,Buzz Drilldrin,16
40,258.56,335.8,64.6,504.0,27.1,1,Buzz Drilldrin,16
41,259.0,335.9,63.5,667.0,28.3,1,Buzz Drilldrin,16
42,260.52,362.5,57.0,739.0,34.1,1,Buzz Drilldrin,16
43,261.14,330.6,66.3,448.0,25.1,1,Buzz Drilldrin,16
44,262.5,277.5,76.5,331.0,14.4,1,Buzz Drilldrin,16
45,263.17,284.7,69.1,518.0,22.4,1,Buzz Drilldrin,16
46,264.52,204.7,51.6,629.0,39.6,1,Buzz Drilldrin,16
47,265.04,187.5,65.9,639.0,25.8,1,Buzz Drilldrin,16
48,266.58,243.1,67.6,525.0,25.8,1,Buzz Drilldrin,16
49,267.01,266.1,61.8,629.0,28.9,1,Buzz Drilldrin,16
50,268.51,352.7,57.8,864.0,33.4,1,Buzz Drilldrin,16
51,269.04,334.8,67.6,403.0,24.3,1,Buzz Drilldrin,16
52,270.63,329.3,60.2,855.0,31.5,1,Buzz Drilldrin,16
53,271.09,330.7,62.7,588.0,32.0,1,Buzz Drilldrin,16
54,272.05,381.4,81.5,307.0,9.4,1,Buzz Drilldrin,16
55,272.96,361.0,69.3,554.0,22.5,1,Buzz Drilldrin,16
56,274.7,350.6,61.3,622.0,30.9,1,Buzz Drilldrin,16
57,275.18,364.1,58.0,626.0,33.8,1,Buzz Drilldrin,16
58,276.57,356.9,62.1,677.0,31.5,1,Buzz Drilldrin,16
59,277.05,369.2,54.4,634.0,28.9,1,Buzz Drilldrin,16
60,278.57,308.3,74.5,453.0,17.2,1,Buzz Drilldrin,16
61,280.51,322.4,61.4,570.0,30.4,1,Buzz Drilldrin,16
62,281.0,345.5,64.3,592.0,27.9,1,Buzz Drilldrin,16
63,282.6,355.8,64.3,484.0,28.8,1,Buzz Drilldrin,16
64,283.03,346.4,74.8,232.0,16.9,1,Buzz Drilldrin,16
65,284.53,344.4,85.6,137.0,27.5,1,Buzz Drilldrin,16
66,285.24,349.0,71.1,455.0,16.3,1,Buzz Drilldrin,16
67,286.58,398.1,62.2,759.0,29.8,1,Buzz Drilldrin,16
68,287.1,402.3,58.0,803.0,33.7,1,Buzz Drilldrin,16
69,288.61,407.4,60.5,523.0,31.9,1,Buzz Drilldrin,16
70,289.12,355.0,77.8,332.0,14.0,1,Buzz Drilldrin,16
71,290.62,372.1,62.2,523.0,27.2,1,Buzz Drilldrin,16
72,291.15,366.4,57.3,281.0,34.6,1,Buzz Drilldrin,16
73,292.68,362.5,65.0,576.0,26.7,1,Buzz Drilldrin,16
74,293.18,366.4,67.1,566.0,25.9,1,Buzz Drilldrin,16
75,294.62,408.3,68.0,455.0,23.2,1,Buzz Drilldrin,16
76,295.14,429.3,66.4,366.0,25.4,1,Buzz Drilldrin,16
77,296.58,459.1,60.0,859.0,31.8,1,Buzz Drilldrin,16
78,297.03,400.8,76.7,503.0,16.2,1,Buzz Drilldrin,16
79,298.51,354.3,57.8,605.0,34.0,1,Buzz Drilldrin,16
80,299.01,289.1,82.6,271.0,9.3,1,Buzz Drilldrin,16
81,300.68,366.1,77.9,276.0,13.3,1,Buzz Drilldrin,16
82,301.09,378.1,84.6,192.0,12.3,1,Buzz Drilldrin,16
83,302.51,396.4,81.1,364.0,11.1,1,Buzz Drilldrin,16
84,303.14,387.6,71.2,574.0,22.5,1,Buzz Drilldrin,16
85,304.62,296.0,65.7,389.0,14.6,1,Buzz Drilldrin,16
86,305.13,324.7,66.6,480.0,25.0,1,Buzz Drilldrin,16
87,306.03,298.0,94.4,442.0,5.6,1,Buzz Drilldrin,16
88,307.05,450.6,78.6,418.0,21.5,1,Buzz Drilldrin,16
89,308.59,456.4,77.7,183.0,22.5,1,Buzz Drilldrin,16
90,309.1,457.3,71.6,275.0,28.8,1,Buzz Drilldrin,16
91,310.64,458.1,76.8,195.0,24.0,1,Buzz Drilldrin,16
92,311.16,458.5,69.5,348.0,32.3,1,Buzz Drilldrin,16
93,312.55,466.0,62.2,518.0,30.2,1,Buzz Drilldrin,16
94,313.08,468.8,78.2,181.0,22.0,1,Buzz Drilldrin,16
95,314.62,416.1,68.7,45.0,32.2,1,Buzz Drilldrin,16
96,315.07,379.4,78.1,448.0,22.0,1,Buzz Drilldrin,16
97,316.54,391.4,72.6,319.0,28.0,1,Buzz Drilldrin,16
98,317.08,418.3,62.8,374.0,34.6,1,Buzz Drilldrin,16
99,318.71,472.5,62.7,245.0,36.3,1,Buzz Drilldrin,16
100,319.03,467.3,81.5,531.0,18.6,1,Buzz Drilldrin,16
101,320.46,485.7,72.9,349.0,29.8,1,Buzz Drilldrin,16
102,321.0,485.9,60.7,162.0,38.3,1,Buzz Drilldrin,16
103,322.77,490.0,66.8,396.0,30.5,1,Buzz Drilldrin,16
104,323.32,476.5,79.3,372.0,27.0,1,Buzz Drilldrin,16
105,324.54,492.7,66.1,243.0,33.0,1,Buzz Drilldrin,16
106,325.09,493.6,80.9,313.0,20.6,1,Buzz Drilldrin,16
107,326.54,481.9,68.2,292.0,32.3,1,Buzz Drilldrin,16
108,328.0,499.3,73.8,159.0,25.5,1,Buzz Drilldrin,16
109,329.19,508.4,72.6,327.0,28.4,1,Buzz Drilldrin,16
110,330.42,453.1,74.8,545.0,25.3,1,Buzz Drilldrin,16
111,331.2,468.3,73.7,232.0,25.6,1,Buzz Drilldrin,16
112,332.63,411.4,59.9,441.0,37.8,1,Buzz Drilldrin,16
113,333.36,403.6,83.7,12.0,21.0,1,Buzz Drilldrin,16
114,334.59,404.8,71.5,337.0,29.1,1,Buzz Drilldrin,16
115,335.02,395.2,83.1,261.0,17.1,1,Buzz Drilldrin,16
116,336.47,385.2,80.6,50.0,18.5,1,Buzz Drilldrin,16
117,337.16,392.8,64.9,203.0,35.6,1,Buzz Drilldrin,16
118,339.11,358.8,77.5,112.0,22.6,1,Buzz Drilldrin,16
119,340.46,352.0,55.7,332.0,38.5,1,Buzz Drilldrin,16
120,341.05,337.5,75.6,266.0,24.5,1,Buzz Drilldrin,16
121,342.71,375.0,57.4,264.0,41.4,1,Buzz Drilldrin,16
122,343.07,334.7,80.1,297.0,19.8,1,Buzz Drilldrin,16
123,344.55,323.1,66.3,103.0,35.5,1,Buzz Drilldrin,16
124,346.14,333.7,65.8,507.0,29.5,1,Buzz Drilldrin,16
125,347.24,390.6,78.3,398.0,22.1,1,Buzz Drilldrin,16
126,348.82,439.2,70.5,604.0,29.7,1,Buzz Drilldrin,16
127,349.04,456.6,61.9,857.0,32.4,1,Buzz Drilldrin,16
128,350.86,504.3,78.3,604.0,23.2,1,Buzz Drilldrin,16
129,351.09,504.6,79.3,844.0,20.7,1,Buzz Drilldrin,16
130,352.46,493.6,68.9,495.0,27.1,1,Buzz Drilldrin,16
131,353.03,495.1,75.7,487.0,24.6,1,Buzz Drilldrin,16
132,354.52,511.3,81.5,522.0,20.8,1,Buzz Drilldrin,16
133,356.5,514.9,63.9,481.0,36.0,1,Buzz Drilldrin,16
134,358.72,449.0,72.0,604.0,18.9,1,Buzz Drilldrin,16
135,359.16,448.4,85.9,402.0,14.3,1,Buzz Drilldrin,16
136,359.54,405.0,85.7,600.0,13.9,1,Buzz Drilldrin,16
137,360.8,435.3,79.6,467.0,20.5,1,Buzz Drilldrin,16
138,362.39,477.8,71.4,644.0,26.8,1,Buzz Drilldrin,16
139,363.56,470.7,82.4,575.0,17.7,1,Buzz Drilldrin,16
140,365.82,422.8,68.7,643.0,31.2,1,Buzz Drilldrin,16
141,367.23,451.3,65.3,493.0,39.1,1,Buzz Drilldrin,16
142,368.72,450.5,84.4,567.0,17.0,1,Buzz Drilldrin,16
143,369.0,427.4,74.9,602.0,24.9,1,Buzz Drilldrin,16
144,370.0,314.0,81.8,850.0,20.4,1,Buzz Drilldrin,16
145,370.78,0.0,72.9,383.0,24.9,1,Buzz Drilldrin,16
146,371.79,342.3,68.6,659.0,31.5,1,Buzz Drilldrin,16
147,373.17,375.1,59.8,945.0,34.9,1,Buzz Drilldrin,16
148,374.39,393.6,75.1,591.0,26.3,1,Buzz Drilldrin,16
149,376.29,406.0,69.4,647.0,23.7,1,Buzz Drilldrin,16
150,378.55,470.9,62.3,552.0,37.8,1,Buzz Drilldrin,16
151,380.06,523.1,76.9,640.0,17.6,1,Buzz Drilldrin,16
152,381.22,527.7,80.2,642.0,26.8,1,Buzz Drilldrin,16
153,382.74,519.6,71.6,456.0,28.9,1,Buzz Drilldrin,16
154,383.08,519.1,70.7,635.0,28.1,1,Buzz Drilldrin,16
155,384.53,439.4,78.0,-181.0,22.5,1,Buzz Drilldrin,16
156,386.06,426.1,80.4,73.0,20.8,1,Buzz Drilldrin,16
157,387.24,429.7,79.4,175.0,21.7,1,Buzz Drilldrin,16
158,388.05,474.1,69.1,94.0,31.0,1,Buzz Drilldrin,16
159,388.8,482.3,83.9,-546.0,15.4,1,Buzz Drilldrin,16
160,390.38,448.6,64.5,362.0,35.1,1,Buzz Drilldrin,16
161,391.08,447.6,62.2,334.0,37.7,1,Buzz Drilldrin,16
162,392.56,440.7,79.0,163.0,21.1,1,Buzz Drilldrin,16
163,394.5,439.4,70.8,142.0,30.9,1,Buzz Drilldrin,16
164,395.07,440.9,103.2,9.0,1.8,1,Buzz Drilldrin,16
165,396.07,591.6,86.8,651.0,18.7,1,Buzz Drilldrin,16
166,397.04,545.1,85.1,849.0,19.9,1,Buzz Drilldrin,16
167,397.51,539.6,88.7,837.0,16.4,1,Buzz Drilldrin,16
168,398.81,537.3,73.1,553.0,23.0,1,Buzz Drilldrin,16
169,400.59,528.6,92.6,525.0,12.5,1,Buzz Drilldrin,16
170,402.61,544.9,84.2,627.0,21.2,1,Buzz Drilldrin,16
171,403.15,538.6,81.0,814.0,24.3,1,Buzz Drilldrin,16
172,404.03,501.1,77.5,666.0,17.6,1,Buzz Drilldrin,16
173,406.65,404.7,82.6,547.0,19.2,1,Buzz Drilldrin,16
174,407.13,400.2,91.8,463.0,13.2,1,Buzz Drilldrin,16
175,408.53,429.7,76.1,1053.0,32.9,1,Buzz Drilldrin,16
176,410.01,402.9,89.4,264.0,15.8,1,Buzz Drilldrin,16
177,412.53,392.7,78.0,787.0,27.7,1,Buzz Drilldrin,16
178,413.02,407.9,64.3,854.0,38.9,1,Buzz Drilldrin,16
179,414.25,481.7,81.7,932.0,25.4,1,Buzz Drilldrin,16
180,416.51,563.8,77.2,627.0,28.0,1,Buzz Drilldrin,16
181,418.61,360.7,87.7,526.0,24.3,1,Buzz Drilldrin,16
182,419.11,340.1,79.8,519.0,12.2,1,Buzz Drilldrin,16
183,420.5,361.2,98.2,450.0,7.6,1,Buzz Drilldrin,16
184,422.62,487.5,87.4,830.0,18.2,1,Buzz Drilldrin,16
185,423.06,490.0,86.8,748.0,18.2,1,Buzz Drilldrin,16
186,424.54,469.1,74.2,767.0,32.6,1,Buzz Drilldrin,16
187,425.09,463.2,89.7,329.0,14.0,1,Buzz Drilldrin,16
188,426.53,378.1,93.0,336.0,12.1,1,Buzz Drilldrin,16
189,427.02,399.1,80.8,459.0,22.8,1,Buzz Drilldrin,16
190,428.57,422.9,86.1,432.0,18.8,1,Buzz Drilldrin,16
191,429.14,434.4,83.7,664.0,23.8,1,Buzz Drilldrin,16
192,430.59,426.7,61.2,873.0,42.6,1,Buzz Drilldrin,16
193,431.12,375.3,83.6,445.0,21.4,1,Buzz Drilldrin,16
194,432.55,364.9,75.5,858.0,29.5,1,Buzz Drilldrin,16
195,433.0,399.0,57.8,466.0,46.8,1,Buzz Drilldrin,16
196,434.56,369.9,88.2,418.0,16.8,1,Buzz Drilldrin,16
197,435.09,394.0,78.3,694.0,27.5,1,Buzz Drilldrin,16
198,436.64,370.0,87.4,573.0,17.3,1,Buzz Drilldrin,16
199,437.16,370.1,69.1,658.0,33.8,1,Buzz Drilldrin,16
200,438.64,396.7,82.6,381.0,14.0,1,Buzz Drilldrin,16
201,439.01,415.2,78.4,789.0,24.9,1,Buzz Drilldrin,16
202,440.59,411.4,77.6,647.0,24.4,1,Buzz Drilldrin,16
203,441.21,448.2,81.3,695.0,24.5,1,Buzz Drilldrin,16
204,441.85,428.5,89.7,398.0,15.3,1,Buzz Drilldrin,16
205,444.61,452.9,74.9,677.0,23.3,1,Buzz Drilldrin,16
206,445.0,454.6,75.6,680.0,30.2,1,Buzz Drilldrin,16
207,446.5,530.7,81.1,686.0,24.1,1,Buzz Drilldrin,16
208,447.01,547.4,81.0,872.0,23.9,1,Buzz Drilldrin,16
209,448.82,474.4,77.8,667.0,30.0,1,Buzz Drilldrin,16
210,449.06,472.2,63.2,772.0,40.8,1,Buzz Drilldrin,16
211,450.66,484.0,69.8,621.0,27.8,1,Buzz Drilldrin,16
212,452.79,551.9,62.2,739.0,29.4,1,Buzz Drilldrin,16
213,453.05,524.1,95.1,522.0,5.9,1,Buzz Drilldrin,16
214,454.58,486.7,81.9,546.0,28.5,1,Buzz Drilldrin,16
215,455.1,504.3,74.2,657.0,30.0,1,Buzz Drilldrin,16
216,456.44,513.2,82.6,600.0,23.3,1,Buzz Drilldrin,16
217,457.25,533.8,76.5,616.0,28.6,1,Buzz Drilldrin,16
218,458.52,535.6,90.4,519.0,25.4,1,Buzz Drilldrin,16
219,459.02,535.8,83.9,756.0,37.6,1,Buzz Drilldrin,16
220,460.42,492.6,85.3,346.0,19.3,1,Buzz Drilldrin,16
221,461.01,449.7,78.0,563.0,27.0,1,Buzz Drilldrin,16
222,462.58,408.8,72.9,570.0,29.0,1,Buzz Drilldrin,16
223,464.56,428.3,87.2,430.0,17.9,1,Buzz Drilldrin,16
224,465.15,459.8,76.5,601.0,28.6,1,Buzz Drilldrin,16
225,466.5,420.7,86.3,683.0,19.8,1,Buzz Drilldrin,16
226,467.15,387.7,85.4,413.0,16.4,1,Buzz Drilldrin,16
227,468.54,451.0,67.9,667.0,34.2,1,Buzz Drilldrin,16
228,469.19,469.6,68.9,640.0,33.0,1,Buzz Drilldrin,16
229,470.1,516.3,76.8,711.0,28.2,1,Buzz Drilldrin,16
230,472.59,484.6,94.5,309.0,12.3,1,Buzz Drilldrin,16
231,473.02,442.8,76.0,478.0,28.0,1,Buzz Drilldrin,16
232,474.58,378.8,77.7,609.0,27.1,1,Buzz Drilldrin,16
233,475.05,406.0,82.0,727.0,23.9,1,Buzz Drilldrin,16
234,476.5,419.1,68.0,646.0,36.8,1,Buzz Drilldrin,16
235,477.19,399.8,86.4,545.0,11.2,1,Buzz Drilldrin,16
236,478.64,405.3,87.8,410.0,12.4,1,Buzz Drilldrin,16
237,479.21,423.8,68.7,646.0,16.9,1,Buzz Drilldrin,16
238,480.68,421.1,87.6,537.0,10.0,1,Buzz Drilldrin,16
239,481.08,413.4,76.8,821.0,16.0,1,Buzz Drilldrin,16
240,482.7,407.9,80.6,886.0,25.4,1,Buzz Drilldrin,16
241,483.27,407.8,60.2,1007.0,43.8,1,Buzz Drilldrin,16
242,485.33,385.3,83.3,722.0,29.5,1,Buzz Drilldrin,16
243,486.73,634.9,83.1,978.0,32.6,1,Buzz Drilldrin,16
244,487.0,610.3,75.2,716.0,37.4,1,Buzz Drilldrin,16
245,487.55,612.0,83.1,989.0,29.4,1,Buzz Drilldrin,16
246,489.07,614.4,77.2,812.0,35.4,1,Buzz Drilldrin,16
247,490.58,615.9,77.6,755.0,35.0,1,Buzz Drilldrin,16
248,491.0,613.7,78.8,673.0,31.5,1,Buzz Drilldrin,16
249,492.51,615.5,93.6,653.0,19.3,1,Buzz Drilldrin,16
250,493.2,615.4,76.3,824.0,35.0,1,Buzz Drilldrin,16
251,494.58,615.6,77.6,920.0,32.6,1,Buzz Drilldrin,16
252,495.27,598.4,81.5,822.0,30.8,1,Buzz Drilldrin,16
253,496.68,620.2,91.3,640.0,20.4,1,Buzz Drilldrin,16
254,498.73,514.8,84.7,695.0,28.2,1,Buzz Drilldrin,16
255,499.13,513.4,84.8,805.0,28.0,1,Buzz Drilldrin,16
256,500.52,423.3,92.3,579.0,20.5,1,Buzz Drilldrin,16
257,501.2,448.2,87.8,553.0,24.8,1,Buzz Drilldrin,16
258,502.61,511.7,77.2,950.0,35.4,1,Buzz Drilldrin,16
259,503.05,519.2,78.0,807.0,37.1,1,Buzz Drilldrin,16
260,504.68,570.7,76.0,971.0,37.3,1,Buzz Drilldrin,16
261,505.12,592.6,73.7,903.0,30.2,1,Buzz Drilldrin,16
262,506.6,637.0,77.6,850.0,35.1,1,Buzz Drilldrin,16
263,507.09,646.0,67.2,892.0,44.9,1,Buzz Drilldrin,16
264,509.17,538.8,78.1,827.0,34.2,1,Buzz Drilldrin,16
265,509.77,539.5,71.4,938.0,38.6,1,Buzz Drilldrin,16
266,511.04,513.2,80.8,440.0,31.8,1,Buzz Drilldrin,16
267,512.56,553.5,89.3,599.0,23.3,1,Buzz Drilldrin,16
268,513.03,564.0,81.5,964.0,30.8,1,Buzz Drilldrin,16
269,514.81,587.8,80.5,579.0,32.3,1,Buzz Drilldrin,16
270,515.63,594.4,92.6,660.0,20.4,1,Buzz Drilldrin,16
271,518.59,650.7,93.6,141.0,19.0,1,Buzz Drilldrin,16
272,520.57,612.9,82.7,829.0,29.5,1,Buzz Drilldrin,16
273,521.06,593.5,80.1,996.0,37.9,1,Buzz Drilldrin,16
274,523.52,548.7,78.3,976.0,28.4,1,Buzz Drilldrin,16
275,524.47,524.0,96.4,285.0,20.9,1,Buzz Drilldrin,16
276,525.16,447.3,79.5,789.0,33.1,1,Buzz Drilldrin,16
277,526.65,356.0,91.6,685.0,16.1,1,Buzz Drilldrin,16
278,527.25,365.7,83.7,624.0,27.4,1,Buzz Drilldrin,16
279,528.55,453.7,79.2,904.0,35.0,1,Buzz Drilldrin,16
280,529.16,484.1,70.3,1055.0,42.1,1,Buzz Drilldrin,16
281,530.53,493.9,79.4,717.0,40.2,1,Buzz Drilldrin,16
282,531.06,421.6,86.1,483.0,26.1,1,Buzz Drilldrin,16
283,532.15,369.7,70.4,814.0,42.2,1,Buzz Drilldrin,16
284,532.9,320.8,81.0,833.0,32.3,1,Buzz Drilldrin,16
285,534.55,372.8,84.8,621.0,29.1,1,Buzz Drilldrin,16
286,535.15,408.6,77.8,783.0,30.4,1,Buzz Drilldrin,16
287,536.09,458.6,78.6,869.0,34.0,1,Buzz Drilldrin,16
288,536.83,495.3,102.1,159.0,10.6,1,Buzz Drilldrin,16
289,538.58,550.2,78.2,715.0,21.8,1,Buzz Drilldrin,16
290,539.01,552.7,83.2,682.0,35.2,1,Buzz Drilldrin,16
291,539.77,555.1,74.7,883.0,37.3,1,Buzz Drilldrin,16
292,540.83,511.5,96.6,408.0,16.1,1,Buzz Drilldrin,16
293,542.5,550.2,81.8,775.0,30.8,1,Buzz Drilldrin,16
294,543.1,563.0,74.2,769.0,38.4,1,Buzz Drilldrin,16
295,544.42,487.2,87.9,275.0,24.1,1,Buzz Drilldrin,16
296,545.14,535.7,86.2,691.0,25.0,1,Buzz Drilldrin,16
297,546.53,556.1,105.0,125.0,31.4,1,Buzz Drilldrin,16
