,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,97.77,3228.6,60.4,-1743.0,33.53,1,Apollo,6
1,98.98,1818.2,69.2,-1194.0,30.69,1,Apollo,6
2,100.3,1818.2,67.5,-1187.0,31.7,1,Apollo,6
3,101.02,186.1,68.7,-4.0,-1.45,1,Apollo,6
4,102.51,544.3,66.8,99.0,-1.6,1,Apollo,6
5,103.05,577.1,66.4,18.0,-1.66,1,Apollo,6
6,104.59,632.6,66.6,10.0,-1.86,1,Apollo,6
7,105.14,611.9,66.9,14.0,-1.45,1,Apollo,6
8,106.8,584.1,66.6,5.0,-0.61,1,Apollo,6
9,107.05,613.1,67.5,25.0,-1.3,1,Apollo,6
10,108.14,778.8,66.7,32.0,-1.34,1,Apollo,6
11,108.87,991.8,65.4,17.0,-0.55,1,Apollo,6
12,110.15,963.3,65.2,5.0,-1.03,1,Apollo,6
13,111.01,1043.2,66.3,30.0,-1.06,1,Apollo,6
14,112.99,976.3,67.5,14.0,-1.03,1,Apollo,6
15,113.25,923.1,64.5,67.0,-1.99,1,Apollo,6
16,114.5,960.5,65.2,-3.0,-0.43,1,Apollo,6
17,115.15,1054.1,65.0,28.0,-0.06,1,Apollo,6
18,117.03,925.6,65.5,43.0,-0.38,1,Apollo,6
19,117.3,932.6,65.5,10.0,0.31,1,Apollo,6
20,118.36,977.5,66.9,6.0,-0.65,1,Apollo,6
21,119.18,951.1,65.6,19.0,0.03,1,Apollo,6
22,120.25,977.4,65.7,8.0,-1.49,1,Apollo,6
23,121.02,989.8,65.9,14.0,-1.06,1,Apollo,6
24,122.67,952.1,64.4,44.0,-1.68,1,Apollo,6
25,123.21,924.9,64.8,6.0,-0.87,1,Apollo,6
26,124.54,985.3,65.7,140.0,-0.45,1,Apollo,6
27,125.1,979.5,63.9,10.0,-1.01,1,Apollo,6
28,126.72,894.2,64.8,22.0,-1.74,1,Apollo,6
29,127.23,952.8,65.0,20.0,-1.21,1,Apollo,6
30,128.59,1005.7,65.5,-15.0,-1.59,1,Apollo,6
31,129.2,1036.5,65.2,70.0,-0.85,1,Apollo,6
32,130.28,989.6,64.7,98.0,-1.47,1,Apollo,6
33,131.45,1089.4,65.1,111.0,-0.92,1,Apollo,6
34,132.65,1082.2,67.7,41.0,-1.5,1,Apollo,6
35,134.1,1010.0,65.4,13.0,-1.73,1,Apollo,6
36,135.0,1118.7,64.8,16.0,-0.86,1,Apollo,6
37,136.55,1039.7,64.4,-7.0,-1.86,1,Apollo,6
38,137.21,1100.0,65.6,34.0,-2.39,1,Apollo,6
39,138.59,1244.1,64.1,132.0,-1.51,1,Apollo,6
40,139.2,1099.8,64.3,11.0,-1.85,1,Apollo,6
41,140.1,1088.7,64.6,31.0,-0.96,1,Apollo,6
42,141.04,1100.7,64.6,131.0,-1.93,1,Apollo,6
43,142.27,1055.9,65.4,5.0,-2.08,1,Apollo,6
44,144.43,1162.6,62.9,6.0,-1.35,1,Apollo,6
45,144.79,1070.9,64.3,29.0,-1.47,1,Apollo,6
46,146.51,1175.8,62.8,114.0,-1.44,1,Apollo,6
47,147.19,1161.3,64.0,64.0,-1.29,1,Apollo,6
48,148.57,1235.4,60.0,91.0,4.08,1,Apollo,6
49,149.16,868.0,63.9,-14.0,-2.19,1,Apollo,6
50,150.86,813.6,61.0,163.0,0.76,1,Apollo,6
51,151.09,873.2,60.9,55.0,2.33,1,Apollo,6
52,152.72,908.5,64.0,16.0,-2.0,1,Apollo,6
53,153.17,935.2,64.1,126.0,-2.21,1,Apollo,6
54,154.0,977.7,64.4,55.0,-1.82,1,Apollo,6
55,154.86,963.3,63.1,49.0,-0.63,1,Apollo,6
56,156.79,1011.4,61.0,81.0,0.87,1,Apollo,6
57,157.04,1038.3,62.5,154.0,-0.44,1,Apollo,6
58,179.22,780.1,62.1,270.0,-2.34,1,Apollo,6
59,190.56,95.6,50.6,518.0,13.7,1,Apollo,6
60,195.1,464.3,46.2,430.0,14.64,1,Apollo,6
61,196.7,810.8,55.3,441.0,13.65,1,Apollo,6
62,202.66,743.8,43.9,447.0,14.76,1,Apollo,6
63,214.68,1142.7,53.4,466.0,3.56,1,Apollo,6
64,225.34,1157.9,55.6,272.0,9.36,1,Apollo,6
65,269.08,815.0,38.0,516.0,31.99,1,Apollo,6
66,274.68,352.8,53.1,378.0,13.79,1,Apollo,6
67,278.6,100.8,43.8,395.0,19.71,1,Apollo,6
68,281.13,762.5,61.6,533.0,3.51,1,Apollo,6
69,321.02,954.7,52.6,300.0,9.36,1,Apollo,6
70,330.2,1064.6,38.0,584.0,23.23,1,Apollo,6
71,331.26,732.3,38.6,630.0,20.67,1,Apollo,6
72,338.35,434.0,73.6,47.0,-0.93,1,Apollo,6
73,341.77,897.7,66.4,368.0,2.35,1,Apollo,6
74,343.8,1245.0,51.0,401.0,8.7,1,Apollo,6
75,346.28,1247.5,56.1,875.0,1.18,1,Apollo,6
76,349.07,1168.3,37.8,623.0,22.25,1,Apollo,6
77,350.58,963.0,37.8,496.0,22.42,1,Apollo,6
78,352.74,670.2,71.0,317.0,-10.9,1,Apollo,6
79,355.0,926.9,38.3,735.0,21.8,1,Apollo,6
80,361.44,1228.1,71.1,729.0,-4.93,1,Apollo,6
81,363.77,1353.3,63.0,1073.0,26.46,1,Apollo,6
82,385.43,646.8,62.0,762.0,-8.79,1,Apollo,6
83,388.51,879.2,58.8,801.0,9.73,1,Apollo,6
84,413.12,682.6,73.0,663.0,-9.9,1,Apollo,6
85,414.54,475.8,72.0,636.0,-8.34,1,Apollo,6
