,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,199.58,798.9,66.9,244.0,-0.3,1,AstroBit,15
1,201.22,809.2,65.7,152.0,0.1,1,AstroBit,15
2,201.72,816.0,67.4,140.0,-1.2,1,AstroBit,15
3,203.47,840.1,66.8,185.0,-0.4,1,AstroBit,15
4,206.22,878.1,67.9,161.0,-2.1,1,AstroBit,15
5,207.97,898.7,65.2,198.0,0.3,1,AstroBit,15
6,210.72,898.8,66.5,186.0,-0.4,1,AstroBit,15
7,212.46,898.4,64.2,170.0,0.7,1,AstroBit,15
8,213.02,908.6,59.2,214.0,4.4,1,AstroBit,15
9,214.96,929.1,62.9,222.0,2.3,1,AstroBit,15
10,215.57,942.9,61.7,225.0,3.6,1,AstroBit,15
11,218.07,973.7,62.3,273.0,3.3,1,AstroBit,15
12,220.57,1004.9,62.7,249.0,3.7,1,AstroBit,15
13,222.51,1005.1,63.5,261.0,2.7,1,AstroBit,15
14,223.07,1005.1,63.8,228.0,2.1,1,AstroBit,15
15,225.01,998.3,63.7,228.0,2.0,1,AstroBit,15
16,225.57,998.4,63.5,236.0,2.5,1,AstroBit,15
17,228.06,998.3,63.2,239.0,2.8,1,AstroBit,15
18,230.56,998.3,62.2,257.0,3.9,1,AstroBit,15
19,233.06,998.5,61.9,257.0,3.8,1,AstroBit,15
20,235.0,998.2,61.9,329.0,4.6,1,AstroBit,15
21,235.62,1012.8,59.4,303.0,5.2,1,AstroBit,15
22,241.28,1123.2,58.3,316.0,7.9,1,AstroBit,15
23,244.27,1183.5,58.5,347.0,7.4,1,AstroBit,15
24,262.19,400.3,61.9,562.0,7.1,1,AstroBit,15
25,264.17,397.1,61.7,509.0,6.4,1,AstroBit,15
26,267.15,397.8,64.6,375.0,1.2,1,AstroBit,15
27,268.15,397.9,63.0,419.0,2.9,1,AstroBit,15
28,269.15,399.1,65.3,319.0,2.0,1,AstroBit,15
29,270.15,399.0,61.5,329.0,4.9,1,AstroBit,15
30,271.15,399.0,62.1,344.0,3.9,1,AstroBit,15
31,272.04,0.0,61.3,7.0,1.6,1,AstroBit,15
32,273.04,399.0,72.9,60.0,3.3,1,AstroBit,15
33,276.03,398.9,74.8,152.0,1.8,1,AstroBit,15
34,277.03,398.7,72.5,195.0,4.4,1,AstroBit,15
35,278.03,398.6,71.5,185.0,4.4,1,AstroBit,15
36,279.03,398.6,74.2,207.0,2.8,1,AstroBit,15
37,280.02,398.7,72.0,137.0,4.9,1,AstroBit,15
38,281.02,398.8,71.7,149.0,4.7,1,AstroBit,15
39,282.02,398.8,72.7,168.0,4.0,1,AstroBit,15
40,283.02,399.2,71.1,173.0,5.9,1,AstroBit,15
41,284.02,399.2,72.6,202.0,3.9,1,AstroBit,15
42,285.04,401.9,70.1,222.0,7.3,1,AstroBit,15
43,286.08,406.4,70.2,188.0,6.7,1,AstroBit,15
44,287.23,408.6,70.9,233.0,4.8,1,AstroBit,15
45,288.15,412.9,73.2,174.0,4.5,1,AstroBit,15
46,289.07,52.4,76.1,49.0,-1.8,1,AstroBit,15
47,291.05,69.6,75.3,-21.0,-0.6,1,AstroBit,15
48,291.37,414.3,75.2,69.0,1.2,1,AstroBit,15
49,293.11,104.8,76.1,-12.0,-1.7,1,AstroBit,15
50,293.33,413.9,75.4,102.0,1.3,1,AstroBit,15
51,296.42,412.1,69.4,179.0,6.4,1,AstroBit,15
52,296.77,154.5,77.1,-11.0,-3.2,1,AstroBit,15
53,298.48,410.8,64.6,235.0,4.4,1,AstroBit,15
54,298.8,167.3,77.2,-27.0,-3.4,1,AstroBit,15
55,300.32,413.4,75.0,151.0,2.0,1,AstroBit,15
56,302.38,412.2,73.8,99.0,4.5,1,AstroBit,15
57,304.45,412.3,71.1,185.0,6.1,1,AstroBit,15
58,306.52,413.5,75.8,88.0,0.9,1,AstroBit,15
59,308.59,413.3,75.6,75.0,0.9,1,AstroBit,15
60,310.65,413.2,72.9,143.0,3.2,1,AstroBit,15
61,311.28,698.4,76.7,24.0,-2.3,1,AstroBit,15
62,312.72,412.9,73.4,194.0,3.2,1,AstroBit,15
63,313.02,698.4,76.9,27.0,-2.4,1,AstroBit,15
64,313.75,412.9,74.2,141.0,2.5,1,AstroBit,15
65,316.85,412.9,74.9,86.0,1.6,1,AstroBit,15
66,317.89,412.9,73.3,175.0,3.4,1,AstroBit,15
67,318.91,411.5,64.9,325.0,10.6,1,AstroBit,15
68,320.5,352.5,62.3,400.0,13.5,1,AstroBit,15
69,322.26,244.8,65.6,415.0,11.9,1,AstroBit,15
70,323.01,317.6,64.5,380.0,12.1,1,AstroBit,15
71,324.51,300.5,64.9,392.0,12.1,1,AstroBit,15
72,326.5,174.1,69.8,72.0,2.7,1,AstroBit,15
73,327.18,237.5,68.0,288.0,8.6,1,AstroBit,15
74,328.55,273.2,67.8,345.0,9.0,1,AstroBit,15
75,330.5,260.8,65.0,369.0,18.4,1,AstroBit,15
76,331.19,171.7,65.4,333.0,7.9,1,AstroBit,15
77,332.56,271.1,64.9,410.0,11.9,1,AstroBit,15
78,334.64,276.8,65.0,350.0,11.7,1,AstroBit,15
79,336.72,288.7,58.7,391.0,17.6,1,AstroBit,15
80,337.26,399.0,71.6,323.0,2.7,1,AstroBit,15
