,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,1252.71,438.0,57.6,700.0,47.32,1,Apollo,17
1,1253.16,479.6,61.5,585.0,44.02,1,Apollo,17
2,1254.62,544.0,57.0,645.0,46.67,1,Apollo,17
3,1255.11,545.2,61.4,631.0,46.91,1,Apollo,17
4,1257.11,427.9,56.1,471.0,50.45,1,Apollo,17
5,1258.72,590.9,66.5,551.0,38.2,1,Apollo,17
6,1259.22,593.2,65.9,589.0,39.23,1,Apollo,17
7,1260.5,611.3,59.0,749.0,47.77,1,Apollo,17
8,1261.28,559.0,58.8,711.0,46.87,1,Apollo,17
9,1262.82,562.3,59.7,435.0,56.57,1,Apollo,17
10,1263.34,628.9,66.1,335.0,38.8,1,Apollo,17
11,1265.11,534.3,67.0,534.0,37.36,1,Apollo,17
12,1266.74,592.2,81.5,457.0,22.76,1,Apollo,17
13,1267.03,608.0,78.6,370.0,24.75,1,Apollo,17
14,1268.63,633.2,60.5,560.0,47.31,1,Apollo,17
15,1269.15,531.1,56.6,503.0,47.33,1,Apollo,17
16,1271.01,525.7,55.0,661.0,49.52,1,Apollo,17
17,1275.34,533.6,56.4,708.0,50.76,1,Apollo,17
18,1276.58,219.6,111.1,103.0,0.45,1,Apollo,17
19,1277.04,161.1,94.1,263.0,17.72,1,Apollo,17
20,1278.55,201.9,95.7,67.0,16.08,1,Apollo,17
21,1279.0,195.4,94.8,76.0,17.42,1,Apollo,17
22,1280.56,205.1,97.4,40.0,14.35,1,Apollo,17
23,1281.01,199.0,98.2,118.0,16.03,1,Apollo,17
24,1282.51,97.0,105.2,64.0,6.16,1,Apollo,17
25,1283.06,156.0,94.3,130.0,15.73,1,Apollo,17
26,1284.55,151.7,101.0,48.0,9.43,1,Apollo,17
27,1285.06,153.5,99.7,1.0,12.07,1,Apollo,17
28,1286.54,213.2,89.2,153.0,23.24,1,Apollo,17
29,1287.02,171.9,88.9,81.0,22.34,1,Apollo,17
30,1288.54,244.7,89.4,206.0,22.18,1,Apollo,17
31,1289.07,270.7,88.4,277.0,25.63,1,Apollo,17
32,1290.58,273.7,84.2,195.0,28.58,1,Apollo,17
33,1291.02,230.6,79.4,247.0,32.28,1,Apollo,17
34,1292.59,391.0,77.6,298.0,33.32,1,Apollo,17
35,1293.02,341.8,82.1,318.0,29.5,1,Apollo,17
36,1294.64,380.8,76.9,412.0,33.15,1,Apollo,17
37,1295.11,395.3,80.6,262.0,30.65,1,Apollo,17
38,1296.53,325.5,80.2,271.0,30.43,1,Apollo,17
39,1297.08,325.1,81.1,234.0,29.62,1,Apollo,17
40,1298.54,289.3,73.7,210.0,35.03,1,Apollo,17
41,1299.08,217.2,74.8,366.0,35.57,1,Apollo,17
42,1300.56,213.0,73.1,431.0,43.48,1,Apollo,17
43,1301.01,205.5,99.3,79.0,10.78,1,Apollo,17
