,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
0,370.07,622.9,55.0,480.0,17.52,1,ChallengDriller,4
1,370.75,320.0,85.2,-33.0,-11.16,1,ChallengDriller,4
2,372.62,870.3,59.9,-36.0,16.96,1,ChallengDriller,4
3,373.08,774.8,76.2,431.0,0.33,1,ChallengDriller,4
4,374.07,638.6,63.4,361.0,11.91,1,ChallengDriller,4
5,374.76,677.4,61.1,497.0,13.66,1,ChallengDriller,4
6,376.8,707.0,53.5,458.0,20.64,1,ChallengDriller,4
7,377.03,681.8,60.8,588.0,21.9,1,ChallengDriller,4
8,378.71,774.9,59.1,466.0,16.35,1,ChallengDriller,4
9,379.2,697.8,56.8,613.0,20.46,1,ChallengDriller,4
10,380.87,651.8,57.6,557.0,19.57,1,ChallengDriller,4
11,381.07,639.5,62.2,569.0,19.57,1,ChallengDriller,4
12,382.51,698.6,59.2,463.0,10.76,1,ChallengDriller,4
13,383.24,685.5,61.0,451.0,11.47,1,ChallengDriller,4
14,384.69,663.1,57.7,522.0,11.75,1,ChallengDriller,4
15,385.03,653.6,63.4,524.0,9.23,1,ChallengDriller,4
16,386.57,580.9,61.4,513.0,10.64,1,ChallengDriller,4
17,387.09,631.4,65.7,415.0,11.37,1,ChallengDriller,4
18,388.62,320.9,72.3,450.0,4.61,1,ChallengDriller,4
19,389.08,430.2,66.9,474.0,7.31,1,ChallengDriller,4
20,390.69,594.4,60.5,652.0,12.43,1,ChallengDriller,4
21,391.06,654.5,59.5,709.0,15.22,1,ChallengDriller,4
22,392.55,761.1,53.3,674.0,15.82,1,ChallengDriller,4
23,393.23,851.2,57.4,667.0,20.09,1,ChallengDriller,4
24,394.58,696.9,58.5,736.0,17.65,1,ChallengDriller,4
25,395.18,744.2,61.6,800.0,18.44,1,ChallengDriller,4
26,397.16,715.1,62.0,698.0,12.86,1,ChallengDriller,4
27,398.52,693.9,61.5,746.0,13.41,1,ChallengDriller,4
28,399.18,703.8,57.1,732.0,13.43,1,ChallengDriller,4
29,400.65,651.6,52.9,634.0,20.1,1,ChallengDriller,4
30,401.15,604.2,58.6,691.0,10.19,1,ChallengDriller,4
31,402.58,676.3,58.7,603.0,15.56,1,ChallengDriller,4
32,403.07,592.5,71.0,690.0,8.74,1,ChallengDriller,4
33,404.71,618.7,65.1,717.0,10.94,1,ChallengDriller,4
34,405.27,672.0,63.3,729.0,12.58,1,ChallengDriller,4
